user_id,date_account_created,gender,modified_age,signup_method,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,Total_time_secs
j3fk9krypv,01/28/2014,FEMALE,30,facebook,en,content,google,omg,Web,Windows Desktop,IE,NDF,352296
j3hme2dk35,01/12/2014,-unknown-,55,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,252404
j3hp1yaw1g,01/16/2014,FEMALE,25,facebook,en,seo,google,omg,Web,Windows Desktop,Chrome,US,2343198
j3lf8ks8cq,01/07/2014,FEMALE,41,facebook,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,42940
j3lxynd819,01/11/2014,FEMALE,27,basic,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,NDF,1596714
j3n7x0nlhx,02/15/2014,MALE,31,facebook,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,939185
j3nov1n5hv,01/24/2014,MALE,42,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF,675715
j4274rbd14,01/05/2014,FEMALE,30,facebook,en,api,other,linked,Android,Mac Desktop,Safari,NDF,84302
j42eja9b6z,02/11/2014,FEMALE,28,facebook,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,NDF,2072371
j42j6f1m5v,01/29/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,6138110
j47qvc12fx,01/25/2014,-unknown-,36.5,basic,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,639453
j4alhc9hfi,01/09/2014,MALE,23,facebook,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,GB,3339802
j4amgfkttu,02/09/2014,MALE,59,facebook,en,content,google,omg,Web,Mac Desktop,Safari,NDF,10405
j4ctaoo7e0,01/19/2014,MALE,36.5,basic,en,seo,google,untracked,Web,Mac Desktop,Chrome,US,668913
j4ejga7lap,02/14/2014,FEMALE,24,facebook,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,1067731
j4hfsnskkh,02/02/2014,-unknown-,36.5,basic,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF,1898608
j4mkcywkhv,01/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,1820449
j4ntyweyu1,02/06/2014,-unknown-,23,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,815822
j4t5ltt5q5,01/10/2014,FEMALE,44,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,460527
j4tohggfuc,01/25/2014,FEMALE,46,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,1761736
j4urr6dwb8,01/17/2014,FEMALE,23,facebook,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,NDF,3241141
j4v3y42494,01/14/2014,FEMALE,39,basic,en,direct,direct,linked,Web,Windows Desktop,IE,NDF,1994956
j4vnu3jtkx,02/16/2014,FEMALE,34,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,other,368208
j4wlgpxy2e,01/14/2014,-unknown-,29,basic,en,direct,direct,product,Web,Windows Desktop,IE,other,3122511
j4x8ixmiwy,01/19/2014,FEMALE,47,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,275459
j56x9aqme5,01/30/2014,FEMALE,38,basic,en,direct,direct,linked,Web,Windows Desktop,IE,NDF,499871
j5kh5k1als,01/14/2014,MALE,33,facebook,en,api,other,untracked,Moweb,Windows Desktop,Firefox,US,34466
j5lvk7x46w,02/03/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,FR,24479
j5qpznarxq,02/06/2014,MALE,40,facebook,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,3051699
j5r0i2iggn,01/25/2014,-unknown-,36.5,basic,en,direct,direct,product,Web,Android Tablet,IE,NDF,951
j5ssk4e0xb,02/14/2014,-unknown-,36.5,basic,ja,seo,google,linked,Web,Mac Desktop,Chrome,US,634051
j658s2x52p,01/28/2014,-unknown-,39,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,9531
j6ahtle9dk,01/23/2014,FEMALE,52,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,US,2403107
j6cymsq32i,01/21/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,Chrome,other,1221320
j6kytbt647,01/06/2014,FEMALE,25,basic,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF,232094
j6yh0eltx7,02/11/2014,MALE,26,facebook,en,api,other,untracked,Android,Other/Unknown,-unknown-,US,161091
j70cinn2y4,02/07/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF,1929154
j75rzr3v0g,02/11/2014,MALE,59,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,2304154
j780p8wjsd,01/27/2014,-unknown-,36.5,basic,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,2705543
j7c9dhzhe0,02/15/2014,-unknown-,36.5,basic,en,direct,direct,tracked-other,Moweb,Mac Desktop,Safari,NDF,
j7dtcsyi62,01/12/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,168811
j7eo5qqdcj,01/08/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,1133756
j7gwqfqdav,01/11/2014,-unknown-,21,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,743714
j7llzi40si,01/14/2014,FEMALE,28,facebook,en,other,padmapper,tracked-other,Web,Windows Desktop,Chrome,NDF,1608274
j7mriuvd7k,02/04/2014,-unknown-,31,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,ES,660560
j7n7axesbd,01/07/2014,FEMALE,40,facebook,en,content,google,omg,Web,Mac Desktop,Safari,NDF,1392050
j7om0ixku4,01/22/2014,MALE,37,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,US,2767597
j7qgpuw2x1,01/09/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,1137102
j7sj3aoh9a,02/10/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,1546306
j7ygq1hh8t,02/07/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF,544972
j7ymwslga7,02/12/2014,FEMALE,23,facebook,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,2374246
j817hq1jug,01/02/2014,-unknown-,36.5,basic,en,sem-non-brand,vast,omg,Web,Windows Desktop,Chrome,NDF,2287129
j819z3byje,02/02/2014,MALE,31,facebook,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,1782539
j89egpf6d7,01/09/2014,FEMALE,31,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,IT,525332
j8cl9t0jqy,02/08/2014,MALE,30,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,2394125
j8cxyp0f1f,01/15/2014,FEMALE,59,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,1693317
j8nldt1a5t,02/02/2014,FEMALE,20,basic,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US,1544333
j8nzlx4w1p,01/25/2014,-unknown-,36.5,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,479374
j8pjbrozb1,01/18/2014,FEMALE,33,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,2736291
j8w82bpfo1,01/13/2014,FEMALE,27,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,2819243
j8yno6tsyx,01/15/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,439219
j8z9jmgjqd,02/14/2014,FEMALE,30,basic,en,direct,direct,omg,iOS,Mac Desktop,Safari,NDF,
j97voypsif,02/03/2014,MALE,25,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US,1339435
j9d8tnprsr,01/12/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,5365574
j9h7w36jad,02/03/2014,FEMALE,48,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,4533543
j9n8uafyj5,01/12/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,45334
j9p2i6nc6e,01/27/2014,-unknown-,36.5,basic,en,sem-brand,google,untracked,Moweb,Other/Unknown,-unknown-,NDF,
j9qbx0j1la,01/03/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,81772
j9rgn8oe5w,01/14/2014,OTHER,34,facebook,da,direct,direct,linked,Web,Mac Desktop,Firefox,US,4182486
j9vna0b18k,02/06/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,3062
j9xaw6j9um,01/29/2014,-unknown-,36.5,basic,en,sem-non-brand,vast,omg,Web,Mac Desktop,Safari,NDF,3223347
j9xwr3bi5e,01/04/2014,-unknown-,36.5,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,341962
j9z1g7wjgu,01/21/2014,MALE,30,facebook,en,direct,direct,linked,Web,Windows Desktop,Chrome,other,649923
j9zw4wlpek,01/04/2014,FEMALE,26,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,3657594
ja2wxs4lcz,01/07/2014,-unknown-,28,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,8871
ja8360674u,01/24/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,2439
ja83z53l8u,01/08/2014,FEMALE,45,facebook,en,api,other,omg,iOS,Windows Desktop,Chrome,NDF,677
ja945lblj7,02/05/2014,FEMALE,20,basic,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US,926952
jaf40qv1d5,02/09/2014,-unknown-,36.5,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,1623004
jah977ro8w,01/27/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,3786
jastc45uok,01/21/2014,MALE,36,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,16382484
jausnkoxmn,01/20/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,Firefox,NL,999825
jayzm7d6v3,01/11/2014,MALE,29,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,560
jb3ztg5lnv,02/04/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other,1526324
jb6439psgk,01/22/2014,FEMALE,24,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,
jb6vjhpnbi,01/17/2014,FEMALE,28,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,FR,2674675
jbasicslcr,02/10/2014,MALE,59,facebook,en,content,google,omg,Web,Windows Desktop,Chrome,NDF,1124173
jbbeu640to,02/03/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF,317177
jbbzp5u8pd,01/06/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,US,3888
jbf46atkia,02/13/2014,MALE,32,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,1155315
jbfaxw1x61,02/08/2014,-unknown-,26,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,1174410
jbfoak924c,02/10/2014,FEMALE,32,facebook,it,other,other,linked,Web,Windows Desktop,Firefox,NDF,40137
jbku5anpxd,01/27/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF,620792
jbmeooy9h1,01/08/2014,MALE,59,facebook,es,api,other,linked,iOS,Windows Desktop,IE,NDF,298
jbox04hsg0,02/03/2014,FEMALE,27,facebook,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,1105412
jbueb50f13,01/30/2014,-unknown-,31,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,625
jbyndh1aml,01/12/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,464457
jc0m9t6lqd,01/31/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF,863409
jc2qf9usom,01/18/2014,MALE,33,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,126021
jc3n3hbn51,01/28/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF,303359
jc5kg4je0x,01/04/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF,889397
jc8hng0v71,02/02/2014,-unknown-,36.5,basic,en,remarketing,google,omg,Web,Mac Desktop,Firefox,NDF,32031
jc8yltes0v,01/08/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF,1662881
jce0zgn55m,02/16/2014,MALE,60,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,3882234
jclhrywph0,01/28/2014,FEMALE,31,facebook,en,seo,google,untracked,Web,Mac Desktop,Chrome,NDF,1438138
jcllabp5k0,01/03/2014,MALE,37,basic,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,1437611
jcnw8wa3un,01/07/2014,MALE,43,facebook,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,712452
jcoqztvyqm,01/27/2014,MALE,64,facebook,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF,124675
jcoxa5xx2e,02/08/2014,MALE,41,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,1776944
jcr6xjpil2,01/17/2014,MALE,36.5,basic,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US,1384474
jctpoilncn,01/31/2014,FEMALE,30,basic,en,other,email-marketing,tracked-other,Web,Windows Desktop,Chrome,NDF,418775
jd1alcx377,01/27/2014,MALE,27,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,1100814
jd1z0mh7tc,01/13/2014,MALE,48,basic,en,direct,direct,product,Web,Mac Desktop,Safari,US,5734655
jd478xspxg,02/14/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF,1085
jdetjt0lln,01/24/2014,-unknown-,36,basic,en,direct,direct,linked,Moweb,Mac Desktop,Safari,US,3413070
jdety1oreb,01/15/2014,-unknown-,36.5,basic,en,other,other,marketing,Web,Windows Desktop,Firefox,NDF,1768366
jdilfiinz0,01/13/2014,-unknown-,32,basic,en,direct,direct,linked,iOS,Windows Desktop,Firefox,US,916000
jdkhw5msbk,01/09/2014,-unknown-,41,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,726593
jdmc3hcbbp,01/29/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,1057352
jdol2lrwvh,01/18/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,391
jdsx7eoy8n,01/31/2014,-unknown-,36.5,basic,en,direct,direct,omg,Web,Windows Desktop,Chrome,ES,2903639
jdu34yds8d,02/08/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,iPad,Mobile Safari,other,474533
je73jd2ian,01/11/2014,-unknown-,54,basic,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF,32840
je7yhd21b3,01/23/2014,-unknown-,36.5,basic,en,content,google,untracked,Web,Mac Desktop,Safari,NDF,54935
je8to7ue0g,01/10/2014,FEMALE,55,basic,en,direct,direct,omg,Web,Mac Desktop,Safari,other,3250676
jejhop0i8p,02/14/2014,OTHER,47,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,3398477
jejtsp0u1q,01/20/2014,-unknown-,34,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,US,305455
jemhp0jon8,01/11/2014,MALE,32,facebook,en,api,other,untracked,iOS,Windows Desktop,Chrome,other,233
jeu9h0i420,01/15/2014,-unknown-,36.5,basic,en,other,facebook-open-graph,tracked-other,Web,Mac Desktop,Safari,NDF,16457
jewshej2ls,01/30/2014,-unknown-,67,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,4095101
jf6g1bffsi,01/29/2014,FEMALE,35,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,70892
jf8m2x6st1,01/23/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,972568
jfie65i2ur,01/10/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,2490620
jfmgv87rvt,01/10/2014,-unknown-,36.5,basic,en,content,google,omg,Web,Mac Desktop,Chrome,NDF,556706
jfnhgwpivp,01/10/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,3800542
jfnzhh9nt8,01/28/2014,FEMALE,44,facebook,en,remarketing,google,marketing,Web,Mac Desktop,Safari,NDF,23029
jfpxrgdhzc,01/10/2014,FEMALE,23,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,1436796
jfw7vqh8yq,01/31/2014,MALE,56,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,1445005
jg2x7lm8pk,01/07/2014,FEMALE,52,facebook,en,content,google,omg,Web,Windows Desktop,Chrome,NDF,361943
jg50xv9kq9,01/13/2014,FEMALE,45,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,3446704
jg5qne184r,01/06/2014,FEMALE,59,facebook,en,content,google,omg,Web,Windows Desktop,IE,NDF,25998
jgbodijcr0,01/14/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,42110
jgit5ntief,02/14/2014,FEMALE,32,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,469
jgmt0qwmr1,02/14/2014,FEMALE,27,basic,en,other,other,tracked-other,Web,Windows Desktop,Firefox,US,351371
jgy8kovfl8,02/15/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,2785769
jgyea6d45h,01/04/2014,FEMALE,31,facebook,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF,5615
jh34x1kavg,01/21/2014,-unknown-,36.5,basic,en,seo,facebook,untracked,Web,Mac Desktop,Chrome,NDF,473689
jh4yx8bnxe,01/29/2014,MALE,38,facebook,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,549926
jh7p0lnfgt,01/09/2014,-unknown-,36.5,basic,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,NL,4400571
jh8dfcrscv,01/04/2014,FEMALE,28,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,other,2842143
jhab6d2b7k,02/12/2014,-unknown-,28,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,1399829
jhivuh4exk,01/16/2014,MALE,33,basic,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,US,1514521
jhnawcoq12,01/12/2014,-unknown-,32,basic,en,seo,other,untracked,Web,Windows Desktop,Chrome,other,1617962
jhr2l5nc5v,01/31/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,1262912
jhvm8e4vrm,02/12/2014,-unknown-,36.5,basic,en,remarketing,google,omg,Web,Desktop (Other),Chrome,NDF,175607
jhw6ujdto2,01/13/2014,FEMALE,27,basic,es,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,2184223
jhyslwyvsg,01/17/2014,-unknown-,36.5,basic,en,other,other,tracked-other,Web,Mac Desktop,Chrome,NDF,1809075
jhzn30ugyl,01/15/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,1367170
ji5b6ukfyi,01/23/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF,2152781
ji8emerxtq,01/16/2014,-unknown-,36.5,basic,en,content,google,omg,Web,Windows Desktop,Chrome,NDF,302412
jic1pmtr3v,01/10/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,1180371
jifn9omjmz,02/02/2014,-unknown-,36.5,basic,en,other,other,untracked,Web,Mac Desktop,Chrome,IT,2642678
jih5q9as3g,01/16/2014,-unknown-,35,basic,en,sem-brand,google,omg,Web,Desktop (Other),Chrome,US,2318172
jinkid8se4,01/30/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,1921280
jirh77z2vj,02/12/2014,-unknown-,36.5,basic,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,3284010
jirvc4b0nw,01/27/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,955487
jiuw18f2mx,02/02/2014,MALE,41,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,1109199
jiyc47yday,01/15/2014,MALE,30,facebook,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,626834
jiyg6ryv0j,01/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,94542
jj1ufmx93t,01/29/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other,995498
jj4dpllanl,02/06/2014,-unknown-,29,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,286355
jj5w3d7p30,01/30/2014,-unknown-,22,basic,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US,3248755
jj8kpfqsn3,02/06/2014,FEMALE,30,basic,en,direct,direct,linked,Moweb,Windows Desktop,Chrome,NDF,549037
jjbr517fx9,01/27/2014,FEMALE,41,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,1127027
jjbz0hc091,01/18/2014,FEMALE,25,facebook,en,api,other,tracked-other,iOS,Mac Desktop,Chrome,NDF,9030
jjela4uzlz,02/12/2014,MALE,63,facebook,en,direct,direct,untracked,Web,iPad,Mobile Safari,ES,862793
jjhltzn9c8,01/14/2014,-unknown-,51,basic,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,NDF,
jjilrt6ect,01/23/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,927158
jjnt8fsnc9,01/22/2014,FEMALE,22,basic,en,seo,facebook,untracked,Web,Mac Desktop,Chrome,DE,1265504
jjnuajrvqn,01/20/2014,MALE,25,facebook,en,seo,facebook,untracked,Web,Windows Desktop,Chrome,other,107222
jjo92x1elb,01/22/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,2275901
jjpyapjbj7,01/26/2014,-unknown-,36.5,basic,en,sem-brand,google,tracked-other,Web,Windows Desktop,Chrome,NDF,4915396
jjyas0za9r,01/21/2014,FEMALE,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,US,505597
jjzsqt1wx1,01/22/2014,FEMALE,25,facebook,ru,api,other,omg,iOS,Mac Desktop,Chrome,US,176257
jk4ccbbe9c,02/12/2014,-unknown-,71,basic,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,NDF,150576
jk5gwyk9xv,01/26/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF,157428
jk6eiv47h6,01/09/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF,665221
jk6irqykod,01/21/2014,MALE,32,facebook,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,20244
jkh2lw9w7d,02/04/2014,MALE,29,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,3205684
jkmxgpzvkh,01/20/2014,FEMALE,30,facebook,en,other,padmapper,tracked-other,Web,Windows Desktop,Chrome,GB,73926
jkpu48w9t5,01/10/2014,MALE,39,facebook,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,1081564
jkqye1ay88,01/12/2014,MALE,30,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,US,480326
jksqfho0vw,01/18/2014,FEMALE,36,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,20610
jkt1cbwncq,01/02/2014,-unknown-,36.5,basic,en,content,google,omg,Web,Mac Desktop,Safari,NDF,379480
jkx3se70ru,02/12/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,53602
jkx8mp1zmp,01/23/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Android Phone,Android Browser,other,3257978
jkxarbac2y,02/10/2014,FEMALE,36,facebook,en,seo,google,linked,Web,Mac Desktop,Chrome,ES,71299
jl71ilyd6v,02/16/2014,MALE,32,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,other,18557
jlbdqd6suk,01/06/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,other,3304001
jlfdvy2cim,01/11/2014,-unknown-,33,basic,en,direct,direct,linked,Web,Windows Desktop,IE,US,51862
jljsav8f2j,01/18/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,170571
jlldi0hobg,01/28/2014,MALE,49,facebook,en,api,other,untracked,iOS,iPhone,Mobile Safari,NDF,1176
jlow6qh2ae,02/02/2014,MALE,25,facebook,en,api,other,untracked,iOS,Mac Desktop,Chrome,NDF,297
jlrl06c0n3,02/15/2014,FEMALE,30,facebook,en,api,other,untracked,iOS,iPhone,Mobile Safari,NDF,1703118
jls3rxoagl,01/21/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,215
jlyjwly03w,02/13/2014,-unknown-,36.5,basic,en,seo,google,untracked,Web,iPad,Mobile Safari,US,1561192
jlzpc43qiz,01/03/2014,FEMALE,32,facebook,en,direct,direct,linked,Web,Windows Desktop,IE,NDF,261688
jm4gihcelf,02/09/2014,MALE,34,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,US,3783652
jm5eghd869,01/16/2014,-unknown-,36.5,basic,en,direct,direct,tracked-other,Web,Windows Desktop,IE,NDF,801436
jmc7q5y2uf,01/20/2014,MALE,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,ES,2868449
jmj044x5bi,01/21/2014,FEMALE,26,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,5614191
jmjh9ckiim,01/21/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,425988
jmjtein4jq,01/18/2014,FEMALE,26,basic,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,US,86656
jmk7kez17m,01/26/2014,FEMALE,50,facebook,en,api,other,linked,iOS,Windows Desktop,Chrome,NDF,589
jmqxnuqg9r,01/12/2014,FEMALE,53,basic,en,other,other,tracked-other,Web,Windows Desktop,Chrome,US,2822875
jmuor6p9ba,01/08/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,930832
jmwtdnx6an,02/04/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,1466192
jn2iy77chl,02/08/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,2523
jn2q1xqzsh,02/01/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF,61822
jn4z4sxnj3,01/03/2014,MALE,62,basic,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,NDF,1734541
jn8pbvphlw,01/03/2014,MALE,30,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other,573862
jn90ym6coj,01/15/2014,FEMALE,24,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,202951
